,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Vol,Taker Buy Quote Asset Vol,Ignore?
220,1510030800000,0.041662,0.041685,0.0414,0.041494,898.939,1510032599999,37.35856381,1020,445.093,18.50675971,157818.668809
221,1510032600000,0.041423,0.041937,0.041421,0.041786,1174.401,1510034399999,48.92927175,1195,572.134,23.85862924,158321.00315
222,1510034400000,0.041786,0.04217,0.041549,0.041777,861.774,1510036199999,36.04930879,694,441.22,18.47405019,158498.412609
223,1510036200000,0.041751,0.042091,0.0417,0.04183,644.121,1510037999999,26.94472082,741,359.089,15.02877728,158399.091413
224,1510038000000,0.041831,0.04197,0.04161,0.041831,937.877,1510039799999,39.16083472,730,335.158,14.01763726,158440.491261
225,1510039800000,0.041681,0.041955,0.04163,0.041722,689.45,1510041599999,28.78595553,740,256.571,10.72262306,158394.057024
226,1510041600000,0.041749,0.042102,0.041725,0.041907,585.048,1510043399999,24.50947915,806,283.411,11.88197603,159258.942499
227,1510043400000,0.041903,0.042207,0.041538,0.04192,881.248,1510045199999,36.89252273,650,325.008,13.64061198,159346.835366
228,1510045200000,0.041829,0.042164,0.041676,0.041821,661.952,1510046999999,27.75462164,701,357.854,15.02476721,159639.533158
229,1510047000000,0.041835,0.042065,0.041681,0.041981,944.45,1510048799999,39.52069663,797,335.63,14.06597094,160058.351816
230,1510048800000,0.041981,0.042,0.041835,0.041966,643.434,1510050599999,26.97186936,589,296.423,12.43626008,160210.229786
231,1510050600000,0.041999,0.042239,0.041917,0.042046,539.928,1510052399999,22.69355224,467,319.095,13.41636952,160094.18715
232,1510052400000,0.042045,0.04225,0.04192,0.041989,575.201,1510054199999,24.18686084,555,363.24,15.28506116,159943.953989
233,1510054200000,0.041988,0.042427,0.041971,0.042249,631.777,1510055999999,26.63629718,911,266.377,11.23521049,160207.754941
234,1510056000000,0.042249,0.042294,0.041795,0.041846,1178.999,1510057799999,49.64710285,977,491.421,20.6758771,159999.786483
235,1510057800000,0.041957,0.042035,0.041557,0.041621,859.141,1510059599999,35.84141927,873,373.952,15.60576558,160182.120263
236,1510059600000,0.041646,0.041968,0.041412,0.04158,1277.731,1510061399999,53.10717234,1319,610.101,25.37985743,160101.757703
237,1510061400000,0.041711,0.04174,0.04134,0.041487,1213.434,1510063199999,50.34314019,1240,522.004,21.66987917,160480.45995
238,1510063200000,0.0415,0.041675,0.041289,0.04135,1070.518,1510064999999,44.33285208,933,599.178,24.82341402,161023.419384
239,1510065000000,0.041368,0.04139,0.041,0.041298,1594.894,1510066799999,65.66444058,1318,970.42,39.95038214,161528.32299
240,1510066800000,0.041269,0.041297,0.041018,0.041178,1370.146,1510068599999,56.4007669,1264,662.557,27.29748361,161797.807983
241,1510068600000,0.04108,0.041239,0.041001,0.041166,1166.241,1510070399999,47.95234456,979,572.407,23.55134354,161688.19528
242,1510070400000,0.041183,0.04125,0.041098,0.041131,854.864,1510072199999,35.22427848,764,403.727,16.6454217,161084.981923
243,1510072200000,0.041206,0.0413,0.0405,0.041183,1198.377,1510073999999,49.20424479,668,330.763,13.63245022,160877.957525
244,1510074000000,0.0413,0.041454,0.041215,0.041341,625.229,1510075799999,25.84541668,713,329.53,13.63072274,160859.970211
245,1510075800000,0.041287,0.041427,0.04117,0.041322,566.59,1510077599999,23.39251143,606,276.586,11.42891877,160979.892478
246,1510077600000,0.041259,0.04142,0.04117,0.041202,611.574,1510079399999,25.25401237,626,304.222,12.5717016,161051.198693
247,1510079400000,0.041171,0.041249,0.040835,0.041015,699.622,1510081199999,28.73173611,616,331.239,13.61574117,160977.964318
248,1510081200000,0.040917,0.041289,0.040836,0.041082,440.946,1510082999999,18.12299383,564,184.283,7.58208335,161199.36495
249,1510083000000,0.041082,0.04125,0.04099,0.041136,506.599,1510084799999,20.81564375,544,198.733,8.17274918,161538.536072
250,1510084800000,0.041135,0.041495,0.040999,0.041322,620.944,1510086599999,25.60188992,663,345.678,14.26033028,161799.846565
251,1510086600000,0.041345,0.041348,0.041,0.04132,1167.308,1510088399999,48.03086169,596,838.215,34.46501906,161680.236485
252,1510088400000,0.041341,0.041591,0.041147,0.041581,626.554,1510090199999,25.90808394,649,300.427,12.42901542,161918.44754
253,1510090200000,0.041581,0.041611,0.04142,0.04149,479.71,1510091999999,19.91779782,487,202.472,8.41110772,161736.732382
254,1510092000000,0.041503,0.0417,0.041405,0.041416,479.52,1510093799999,19.91559516,556,198.633,8.25622206,161808.39408
255,1510093800000,0.041665,0.041694,0.041261,0.041395,595.398,1510095599999,24.6782173,691,307.391,12.75248624,162030.947741
256,1510095600000,0.041277,0.041408,0.041044,0.0412,701.584,1510097399999,28.92393815,577,381.8,15.75150811,162091.558161
257,1510097400000,0.0412,0.041291,0.041001,0.041049,797.33,1510099199999,32.78379911,690,357.908,14.71993523,163370.126202
258,1510099200000,0.041133,0.041218,0.040927,0.041131,724.99,1510100999999,29.78374011,555,299.868,12.3439825,163079.182271
259,1510101000000,0.041131,0.041364,0.041052,0.041299,636.038,1510102799999,26.20806702,613,310.592,12.80692065,163035.777584
260,1510102800000,0.041171,0.041399,0.0405,0.040565,1496.443,1510104599999,61.26589456,1074,666.916,27.36217871,162033.423589
261,1510104600000,0.040564,0.040651,0.040031,0.040267,1210.279,1510106399999,48.84437225,1070,440.245,17.78076054,162119.463678
262,1510106400000,0.040299,0.040488,0.04003,0.040331,768.816,1510108199999,30.9625079,638,303.586,12.23902333,162098.488593
263,1510108200000,0.040331,0.040486,0.040018,0.040348,942.992,1510109999999,38.00237228,796,477.522,19.26006829,161987.894762
264,1510110000000,0.04034,0.040486,0.040071,0.040175,1100.294,1510111799999,44.290913,938,505.917,20.39338899,162064.318061
265,1510111800000,0.04023,0.040377,0.04009,0.040139,1008.213,1510113599999,40.53108668,829,435.283,17.52064309,162632.999081
266,1510113600000,0.040138,0.040808,0.04013,0.040444,1515.814,1510115399999,61.23637538,1006,768.044,31.08225795,162641.335274
267,1510115400000,0.04046,0.040619,0.04025,0.04033,787.118,1510117199999,31.79729395,709,302.849,12.24223802,162514.100597
268,1510117200000,0.040349,0.040591,0.040286,0.040404,956.928,1510118999999,38.66889217,889,356.101,14.40491936,162253.8935
269,1510119000000,0.040389,0.040547,0.0403,0.04041,1300.516,1510120799999,52.52965385,1069,675.672,27.31445477,161444.517258
270,1510120800000,0.040327,0.04054,0.040215,0.0403,1261.126,1510122599999,50.89239658,1005,592.543,23.93663889,161749.448266
271,1510122600000,0.040284,0.040418,0.040201,0.040302,1284.33,1510124399999,51.73220049,938,635.127,25.59349725,162470.501203
272,1510124400000,0.040311,0.040455,0.0403,0.04032,962.876,1510126199999,38.87101268,1058,302.725,12.23373229,162646.70983
273,1510126200000,0.04042,0.04056,0.040201,0.040398,1025.528,1510127999999,41.41280864,942,375.635,15.18226125,162823.380432
274,1510128000000,0.040398,0.040639,0.040277,0.040435,611.909,1510129799999,24.73237195,629,244.206,9.8801204,162646.016732
275,1510129800000,0.040405,0.040562,0.040274,0.040498,650.249,1510131599999,26.26170999,491,231.417,9.35010568,162813.191031
276,1510131600000,0.040484,0.040723,0.040382,0.04056,1180.5,1510133399999,47.76925457,940,666.361,26.97782576,162729.994869
277,1510133400000,0.040565,0.040786,0.04046,0.040581,805.688,1510135199999,32.71898682,565,274.607,11.16096338,162598.923821
278,1510135200000,0.040618,0.04081,0.040426,0.04075,664.988,1510136999999,27.02000195,723,291.427,11.85706423,162534.387154
279,1510137000000,0.040749,0.04078,0.040559,0.040683,1124.122,1510138799999,45.70579913,969,473.689,19.29234983,162427.386445
280,1510138800000,0.040604,0.040774,0.040318,0.040502,1051.651,1510140599999,42.5992092,957,287.586,11.66458282,161917.49744
281,1510140600000,0.040501,0.040604,0.040039,0.040106,1280.289,1510142399999,51.5122008,1073,405.941,16.34642984,161902.756389
282,1510142400000,0.040113,0.040282,0.039926,0.040119,1060.149,1510144199999,42.49869829,827,431.69,17.32602401,162078.533658
283,1510144200000,0.039959,0.040155,0.039821,0.039986,685.343,1510145999999,27.42027823,711,285.233,11.42534768,161942.725303
284,1510146000000,0.040098,0.040317,0.039773,0.040132,730.966,1510147799999,29.3024191,764,425.435,17.06515562,162242.96762
285,1510147800000,0.04015,0.04029,0.03997,0.040062,777.084,1510149599999,31.19475068,792,359.733,14.45388151,162522.879863
286,1510149600000,0.040062,0.040273,0.040021,0.040106,957.78,1510151399999,38.43856259,748,488.437,19.61628801,163124.410222
287,1510151400000,0.040106,0.040219,0.03993,0.040023,1054.147,1510153199999,42.23280807,764,482.529,19.34341285,162804.811186
288,1510153200000,0.040022,0.040168,0.039872,0.040048,951.674,1510154999999,38.09902975,721,345.558,13.84850544,162717.054311
289,1510155000000,0.040025,0.040169,0.039881,0.04004,945.723,1510156799999,37.84962998,511,456.518,18.28770426,162746.965502
290,1510156800000,0.040054,0.040333,0.039968,0.040216,809.63,1510158599999,32.50455935,671,481.927,19.35623728,162637.151908
291,1510158600000,0.040197,0.040301,0.039941,0.04012,632.835,1510160399999,25.39668554,447,361.456,14.51439695,162660.813979
292,1510160400000,0.040143,0.040199,0.0385,0.03851,2714.564,1510162199999,106.72692347,2133,1151.327,45.36449572,162744.60394
293,1510162200000,0.038842,0.040845,0.0385,0.040636,6501.409,1510163999999,257.45563209,4957,3184.579,126.2897134,163110.93866
294,1510164000000,0.040426,0.044668,0.040426,0.043847,6724.73,1510165799999,282.94729707,4682,3011.657,126.83656863,164249.508982
295,1510165800000,0.043892,0.046194,0.043,0.043837,6016.916,1510167599999,267.82185886,3532,2352.287,104.97940283,166919.823729
296,1510167600000,0.043214,0.043848,0.0418,0.042507,3323.419,1510169399999,142.20107832,2170,1592.807,68.25533544,168328.09819
297,1510169400000,0.042507,0.044228,0.042505,0.044122,1933.484,1510171199999,83.58194006,1394,903.093,39.08329478,169100.816323
298,1510171200000,0.044228,0.046,0.0441,0.044979,3765.142,1510172999999,168.57522886,1899,1546.336,69.30078395,169203.474253
299,1510173000000,0.044981,0.045103,0.043593,0.044018,1965.985,1510174799999,87.20522765,1518,962.092,42.64832487,168753.45707
300,1510174800000,0.04402,0.044151,0.04275,0.04281,1721.007,1510176599999,75.11974004,1297,644.427,28.14573506,169476.173208
301,1510176600000,0.042813,0.043793,0.04281,0.043367,1740.095,1510178399999,75.30665544,1159,873.415,37.84409166,170094.904366
302,1510178400000,0.043367,0.043833,0.042507,0.042507,1372.836,1510180199999,58.90152329,1031,625.279,26.84804764,170200.814114
303,1510180200000,0.042505,0.042672,0.041782,0.042032,1528.68,1510181999999,64.49353726,965,770.029,32.50432084,170196.077671
304,1510182000000,0.042126,0.042394,0.041735,0.04205,1195.626,1510183799999,50.29754059,889,502.269,21.16051503,170111.118475
305,1510183800000,0.041985,0.042116,0.041418,0.041421,920.774,1510185599999,38.41172979,835,447.066,18.67134384,170293.235295
306,1510185600000,0.0416,0.042,0.04129,0.041718,1490.802,1510187399999,62.18133324,1013,664.862,27.73642262,170360.951125
307,1510187400000,0.041719,0.0425,0.041709,0.04248,1440.425,1510189199999,60.66394954,1447,699.737,29.48122863,170580.253017
308,1510189200000,0.042364,0.042998,0.042001,0.042817,1342.904,1510190999999,56.98032077,1110,549.089,23.30206912,172792.314395
309,1510191000000,0.042803,0.043599,0.042,0.042101,1589.874,1510192799999,67.6116647,1359,734.761,31.29933594,172781.611534
310,1510192800000,0.042269,0.0424,0.04187,0.042144,1296.696,1510194599999,54.54423028,1118,583.665,24.5596641,173834.86879
311,1510194600000,0.041943,0.042299,0.04181,0.042269,1483.115,1510196399999,62.34231221,1032,654.896,27.54301222,174676.95366
312,1510196400000,0.042248,0.042288,0.041798,0.041798,1213.139,1510198199999,51.10553283,931,550.839,23.23655686,175063.97302
313,1510198200000,0.041996,0.042314,0.041817,0.042194,1345.033,1510199999999,56.67487305,907,661.154,27.86922089,175267.951076
314,1510200000000,0.042226,0.042444,0.042026,0.042322,1288.814,1510201799999,54.42937976,1052,642.19,27.14594821,175512.077257
315,1510201800000,0.042299,0.042582,0.042246,0.042478,1316.307,1510203599999,55.88580346,1030,564.697,23.98437402,175730.777994
316,1510203600000,0.042515,0.04252,0.042177,0.04225,1025.865,1510205399999,43.50661917,873,508.316,21.57463995,176374.338508
317,1510205400000,0.042202,0.042503,0.042199,0.042466,915.433,1510207199999,38.76464463,705,544.837,23.08438236,176129.401039
318,1510207200000,0.042368,0.042639,0.042272,0.042485,877.345,1510208999999,37.21849054,703,461.455,19.58361158,175932.30736
319,1510209000000,0.0425,0.04278,0.042432,0.042613,1169.005,1510210799999,49.76402674,965,554.391,23.62219006,176335.616903
320,1510210800000,0.042585,0.043,0.04247,0.043,951.105,1510212599999,40.5290995,601,526.02,22.44311671,176883.035156
321,1510212600000,0.04265,0.042986,0.042638,0.042813,1251.57,1510214399999,53.49756622,692,612.542,26.20837501,177034.092717
322,1510214400000,0.042832,0.043749,0.042823,0.043647,1718.928,1510216199999,74.18340805,1481,736.364,31.83219381,177254.095239
323,1510216200000,0.043648,0.044,0.043411,0.043573,1710.519,1510217999999,74.73650778,994,815.999,35.70457022,177543.28715
324,1510218000000,0.043705,0.044051,0.043319,0.043651,1782.235,1510219799999,77.82336969,1207,893.384,39.01444918,177450.854353
325,1510219800000,0.043651,0.04388,0.043349,0.043458,1204.633,1510221599999,52.42530819,1007,512.261,22.32045194,178428.545946
326,1510221600000,0.043458,0.043524,0.043207,0.043376,981.341,1510223399999,42.56888396,702,365.745,15.87461951,178728.894443
327,1510223400000,0.043388,0.043725,0.043384,0.043524,1062.525,1510225199999,46.29500346,610,501.948,21.8847099,179553.23985
328,1510225200000,0.043628,0.044123,0.043532,0.044004,1400.771,1510226999999,61.40166192,852,574.823,25.2051683,179047.488813
329,1510227000000,0.044004,0.044635,0.043789,0.044423,1545.454,1510228799999,68.35252803,1483,777.448,34.42332255,179389.831513
330,1510228800000,0.044608,0.045269,0.04436,0.044907,1607.511,1510230599999,71.94630851,1333,772.936,34.60772922,179247.906781
331,1510230600000,0.045257,0.045257,0.044357,0.044406,1094.417,1510232399999,49.02256769,996,514.179,23.05027734,179582.157431
332,1510232400000,0.044406,0.044861,0.044291,0.044544,1017.36,1510234199999,45.29807745,958,411.646,18.35512699,179904.696567
333,1510234200000,0.044545,0.044759,0.044403,0.044587,592.768,1510235999999,26.4238976,646,263.894,11.77324998,180139.191259
334,1510236000000,0.044724,0.045627,0.04458,0.045322,1796.587,1510237799999,81.01315706,1112,784.734,35.38528299,179897.54112
335,1510237800000,0.045322,0.045628,0.045033,0.045568,1499.15,1510239599999,68.03157373,1068,658.206,29.88875069,180479.274017
336,1510239600000,0.045533,0.046088,0.045287,0.046068,1797.452,1510241399999,82.12167751,1149,778.268,35.62576626,180928.294444
337,1510241400000,0.045914,0.04618,0.045662,0.045893,2216.338,1510243199999,101.84735855,1434,1000.529,45.99890038,181398.15529
338,1510243200000,0.045905,0.046249,0.04564,0.045819,1769.101,1510244999999,81.2175323,1663,748.665,34.41369067,180804.630724
339,1510245000000,0.045781,0.046066,0.0453,0.04554,2141.976,1510246799999,97.95805277,1505,1105.645,50.59766036,180547.921869
340,1510246800000,0.04554,0.04587,0.04528,0.045701,1348.639,1510248599999,61.45445248,990,688.051,31.38611956,181097.277769
341,1510248600000,0.045699,0.0458,0.04551,0.045623,1039.418,1510250399999,47.49579198,934,515.232,23.56421303,182492.33979
342,1510250400000,0.045623,0.0458,0.04535,0.045447,1427.217,1510252199999,65.13893008,924,756.107,34.55619258,182477.41298
343,1510252200000,0.045535,0.0457,0.045414,0.0455,675.838,1510253999999,30.76848605,526,330.323,15.05830865,181339.698314
344,1510254000000,0.045544,0.045862,0.0455,0.045825,893.161,1510255799999,40.79223253,806,452.153,20.66593795,181390.858995
345,1510255800000,0.045825,0.045849,0.045471,0.045784,642.743,1510257599999,29.3638385,683,319.916,14.63103273,181457.632906
346,1510257600000,0.045801,0.045856,0.045503,0.045544,926.681,1510259399999,42.32041363,849,408.596,18.68743167,181487.497941
347,1510259400000,0.045671,0.04574,0.045414,0.045734,889.318,1510261199999,40.51851797,645,425.984,19.42139336,183115.867399
348,1510261200000,0.045734,0.045737,0.045461,0.045624,646.661,1510262999999,29.49670479,524,320.513,14.63275952,183027.031192
349,1510263000000,0.045624,0.045737,0.04508,0.045377,1054.806,1510264799999,47.9846418,479,381.413,17.37847051,182635.499517
350,1510264800000,0.045359,0.045359,0.044443,0.0451,1106.959,1510266599999,49.71428726,722,503.546,22.66086603,182843.910936
351,1510266600000,0.0447,0.045178,0.044501,0.044862,899.182,1510268399999,40.32567756,673,440.65,19.78986418,182747.842484
352,1510268400000,0.04484,0.045074,0.044753,0.044765,934.15,1510270199999,41.94096816,540,405.866,18.24938874,182816.331316
353,1510270200000,0.044764,0.045356,0.044652,0.044871,800.587,1510271999999,36.02190649,569,328.803,14.80115643,182606.271479
354,1510272000000,0.044966,0.044997,0.0443,0.04432,588.317,1510273799999,26.23112793,484,202.163,9.02341305,182726.649655
355,1510273800000,0.044308,0.044707,0.044,0.04401,435.225,1510275599999,19.24296814,355,154.772,6.85550111,182774.115979
356,1510275600000,0.04401,0.044188,0.043655,0.043988,994.89,1510277399999,43.76479275,501,477.779,21.05142515,182996.089958
357,1510277400000,0.04399,0.044244,0.043798,0.044103,736.779,1510279199999,32.46028373,622,416.655,18.37186745,182901.277971
358,1510279200000,0.044147,0.0445,0.04393,0.04411,1220.863,1510280999999,53.87948178,781,518.616,22.90221658,184476.590127
359,1510281000000,0.044105,0.04412,0.043207,0.043962,1837.264,1510282799999,80.44653062,764,559.574,24.62386717,184541.054469
360,1510282800000,0.043939,0.044019,0.043754,0.043913,1024.981,1510284599999,45.01509009,651,443.68,19.50242716,184052.645108
361,1510284600000,0.043801,0.044192,0.043773,0.044089,917.072,1510286399999,40.35594721,684,528.708,23.28235924,183989.223114
362,1510286400000,0.044088,0.044184,0.043895,0.044,790.651,1510288199999,34.81939008,539,368.989,16.25841865,184206.166939
363,1510288200000,0.044,0.044096,0.043785,0.04382,885.426,1510289999999,38.90894805,521,359.036,15.78553573,184223.728144
364,1510290000000,0.043819,0.044069,0.043626,0.0438,1437.096,1510291799999,62.99146578,631,529.158,23.21263805,184368.070405
365,1510291800000,0.0438,0.0442,0.043726,0.044081,1302.989,1510293599999,57.27902602,678,597.895,26.28792687,184640.100701
366,1510293600000,0.044081,0.0445,0.044081,0.044163,1375.521,1510295399999,60.88203148,759,543.97,24.07183815,184793.401132
367,1510295400000,0.044142,0.04422,0.044,0.04411,1056.17,1510297199999,46.60411126,643,541.119,23.89346055,185196.424083
368,1510297200000,0.04411,0.044494,0.04405,0.044239,1651.166,1510298999999,73.06933171,729,596.942,26.4236875,185401.354027
369,1510299000000,0.044239,0.044259,0.043953,0.04418,1045.527,1510300799999,46.14874104,713,485.709,21.44378214,186248.017767
370,1510300800000,0.044178,0.044313,0.044091,0.044149,1441.754,1510302599999,63.67169245,752,663.676,29.32362187,185889.223992
371,1510302600000,0.044137,0.04434,0.04409,0.044121,705.055,1510304399999,31.11905613,534,264.855,11.70332362,185745.294203
372,1510304400000,0.044236,0.0445,0.04409,0.044357,1300.286,1510306199999,57.48198042,697,612.04,27.06508737,185896.508657
373,1510306200000,0.044429,0.04484,0.044333,0.04476,2012.855,1510307999999,89.68044293,1327,615.331,27.43852387,185809.248004
374,1510308000000,0.044765,0.0451,0.044619,0.045031,1460.465,1510309799999,65.50660476,836,646.501,29.02259318,186064.324995
375,1510309800000,0.044938,0.045485,0.044931,0.045435,671.629,1510311599999,30.36864768,616,254.471,11.51248108,186127.223765
376,1510311600000,0.045431,0.046557,0.045402,0.046309,1638.133,1510313399999,75.22802684,997,651.612,29.95402972,185734.858849
377,1510313400000,0.046326,0.046692,0.045363,0.045522,2150.199,1510315199999,98.92192016,1057,1085.23,50.04044332,185963.70711
378,1510315200000,0.045595,0.04605,0.045292,0.045801,1935.59,1510316999999,88.293629,1102,824.006,37.61684488,186342.53199
379,1510317000000,0.045801,0.045805,0.045404,0.045462,2351.333,1510318799999,107.0864907,1217,738.487,33.66887311,186428.522198
380,1510318800000,0.045461,0.045619,0.045132,0.04531,2347.908,1510320599999,106.35235297,1036,646.079,29.29059898,186515.474179
381,1510320600000,0.045274,0.045439,0.044848,0.044872,1226.841,1510322399999,55.44618929,842,521.516,23.58773262,185147.798717
382,1510322400000,0.044915,0.045123,0.044834,0.04485,940.09,1510324199999,42.2549919,633,467.478,21.02006261,185928.565509
383,1510324200000,0.044889,0.045177,0.044822,0.044921,1245.835,1510325999999,55.98833223,794,674.2,30.31408617,185052.692196
384,1510326000000,0.045014,0.045155,0.044871,0.044917,1086.551,1510327799999,48.88890561,722,572.151,25.7516042,182498.560749
385,1510327800000,0.044922,0.045008,0.044259,0.044484,1190.015,1510329599999,53.0635201,666,526.271,23.46845516,181791.731356
386,1510329600000,0.044461,0.044473,0.043997,0.044293,1288.55,1510331399999,56.9995839,904,588.308,26.01846958,181570.527511
387,1510331400000,0.044085,0.044455,0.044054,0.044455,1095.318,1510333199999,48.46709852,777,566.141,25.0743772,181869.648002
388,1510333200000,0.044124,0.044943,0.044124,0.044602,1094.415,1510334999999,48.93722647,861,446.504,19.98143218,181662.120673
389,1510335000000,0.0446,0.044808,0.044252,0.044442,1342.507,1510336799999,59.73304219,704,701.165,31.2136387,181670.341025
390,1510336800000,0.044444,0.044872,0.044442,0.044728,1705.042,1510338599999,76.12982163,845,678.585,30.3151619,181776.774739
391,1510338600000,0.04482,0.045047,0.044401,0.044808,2758.811,1510340399999,123.28071214,1536,1114.467,49.88157463,181810.754539
392,1510340400000,0.04483,0.045101,0.044486,0.044811,2045.938,1510342199999,91.49992051,1117,1052.815,47.12016075,182831.432966
393,1510342200000,0.04477,0.0452,0.044703,0.04507,1430.932,1510343999999,64.33328873,957,524.562,23.60583112,182496.021288
394,1510344000000,0.044978,0.045497,0.044978,0.045336,1019.744,1510345799999,46.17175285,787,451.38,20.45510682,182824.638889
395,1510345800000,0.045485,0.045991,0.045055,0.045552,1822.174,1510347599999,83.13170304,948,629.833,28.75237479,182894.129584
396,1510347600000,0.045667,0.045845,0.04502,0.045307,1762.654,1510349399999,80.23487021,1132,692.768,31.57079681,183135.518334
397,1510349400000,0.045091,0.045689,0.044634,0.045577,1400.716,1510351199999,63.36192053,849,560.9,25.42374492,183222.840332
398,1510351200000,0.045568,0.045584,0.04494,0.045103,1100.156,1510352999999,49.79011435,661,453.855,20.57589009,183820.079114
399,1510353000000,0.045106,0.045211,0.044796,0.045007,937.485,1510354799999,42.23336763,701,462.329,20.84651385,184535.843238
400,1510354800000,0.044849,0.045444,0.044797,0.04498,904.729,1510356599999,40.77013224,480,468.118,21.13052134,184515.825494
401,1510356600000,0.04494,0.04555,0.04479,0.045549,889.932,1510358399999,40.17052441,535,480.306,21.69046484,184373.235498
402,1510358400000,0.045179,0.045293,0.044728,0.045033,1019.636,1510360199999,45.87479029,562,332.55,14.9802325,184549.225343
403,1510360200000,0.04505,0.045178,0.044657,0.044999,1148.219,1510361999999,51.69068396,681,622.192,28.03421814,184502.72318
404,1510362000000,0.044999,0.045048,0.044726,0.044814,943.021,1510363799999,42.28044229,725,581.049,26.05998404,184510.74188
405,1510363800000,0.044814,0.044866,0.044088,0.04437,1060.996,1510365599999,47.29754198,616,579.392,25.84523437,185095.578136
406,1510365600000,0.044216,0.044613,0.0441,0.044554,870.916,1510367399999,38.56744155,783,279.291,12.39324706,185265.793438
407,1510367400000,0.044611,0.044709,0.04439,0.044499,677.46,1510369199999,30.19772753,582,346.044,15.4373539,187038.743416
408,1510369200000,0.0445,0.044692,0.044397,0.04462,1141.621,1510370999999,50.82848776,746,487.696,21.73228645,187236.318438
409,1510371000000,0.044519,0.044673,0.044288,0.04453,1108.283,1510372799999,49.28085836,743,593.761,26.41819524,187195.817706
410,1510372800000,0.044425,0.044699,0.044366,0.044566,853.217,1510374599999,37.96743466,626,380.63,16.94909783,187190.563891
411,1510374600000,0.04463,0.044739,0.044516,0.044519,1037.499,1510376399999,46.26121546,548,337.291,15.0518561,187195.894474
412,1510376400000,0.044636,0.044799,0.044554,0.044696,1042.468,1510378199999,46.55922633,630,501.687,22.41879129,187217.431741
413,1510378200000,0.044726,0.044911,0.044555,0.04475,952.373,1510379999999,42.64233668,478,530.53,23.76825972,187049.739842
414,1510380000000,0.044845,0.045114,0.044707,0.04508,585.526,1510381799999,26.31602979,544,257.328,11.57658482,186896.298362
415,1510381800000,0.045006,0.045118,0.044909,0.045032,819.245,1510383599999,36.884664,530,459.572,20.70466107,186803.251033
416,1510383600000,0.045032,0.0455,0.044925,0.045402,982.468,1510385399999,44.43184818,728,521.033,23.59446022,186905.96702
417,1510385400000,0.045403,0.045621,0.045322,0.045569,1014.125,1510387199999,46.14541072,683,603.055,27.45194598,186781.004656
418,1510387200000,0.045507,0.045615,0.04525,0.045313,611.383,1510388999999,27.77486331,516,339.404,15.42263669,187043.809398
419,1510389000000,0.045317,0.045346,0.045019,0.045086,772.009,1510390799999,34.8808179,534,438.184,19.79550715,187273.536488
420,1510390800000,0.045086,0.045496,0.045034,0.045395,938.936,1510392599999,42.53915145,579,503.443,22.81908289,187543.578957
421,1510392600000,0.045394,0.045546,0.045345,0.0455,834.937,1510394399999,37.93761843,588,531.996,24.1789233,187199.040772
422,1510394400000,0.045504,0.0458,0.045418,0.045743,1117.182,1510396199999,50.94351427,648,627.047,28.59464575,187430.264211
423,1510396200000,0.045743,0.046,0.045678,0.046,988.17,1510397999999,45.27196958,554,481.617,22.06811822,187713.634868
424,1510398000000,0.045937,0.0462,0.045865,0.045916,1216.298,1510399799999,55.99989442,739,538.172,24.79801517,187579.394174
425,1510399800000,0.046,0.046391,0.045897,0.046189,1902.079,1510401599999,87.54394124,866,1117.583,51.46170706,187758.814734
426,1510401600000,0.046191,0.047,0.046187,0.0465,3001.13,1510403399999,140.03238069,1996,1197.441,55.91706109,188233.711922
427,1510403400000,0.0465,0.047,0.046274,0.046806,2183.771,1510405199999,101.94452494,1160,1065.385,49.79617616,188128.168077
428,1510405200000,0.046805,0.047801,0.046776,0.04759,2635.712,1510406999999,124.5341363,1685,1155.836,54.6644448,188492.867879
429,1510407000000,0.047536,0.0477,0.0463,0.046651,3234.312,1510408799999,152.33094713,2127,1215.5,57.22672046,188718.027178
430,1510408800000,0.046655,0.047131,0.046348,0.047131,2104.124,1510410599999,98.30076035,1906,918.136,42.92981818,189505.203453
431,1510410600000,0.046908,0.04722,0.0463,0.047099,2041.116,1510412399999,95.87413346,1746,922.803,43.43247532,189634.137178
432,1510412400000,0.047096,0.047657,0.046453,0.047354,2222.474,1510414199999,105.05912281,1563,812.614,38.46174956,187659.233556
433,1510414200000,0.047348,0.047967,0.047171,0.047736,1707.215,1510415999999,81.19098642,1164,628.769,29.9182047,188176.533822
434,1510416000000,0.04762,0.047998,0.047174,0.047351,2472.453,1510417799999,117.77359743,1144,1005.393,47.92760708,187433.990339
435,1510417800000,0.047359,0.047748,0.047343,0.047748,1171.072,1510419599999,55.657537,889,422.575,20.10744985,187750.130562
436,1510419600000,0.047717,0.04825,0.047684,0.048097,1697.345,1510421399999,81.34297028,964,673.331,32.30243561,187813.461272
437,1510421400000,0.048098,0.049407,0.048098,0.049243,1949.975,1510423199999,95.1421211,1332,814.957,39.83613358,188111.273484
438,1510423200000,0.049244,0.049742,0.049244,0.049488,1344.742,1510424999999,66.52303975,862,755.558,37.39872319,188720.284249
439,1510425000000,0.049451,0.050588,0.0494,0.050501,1839.655,1510426799999,92.24122376,1433,678.88,34.08690351,188688.110206
440,1510426800000,0.050501,0.05148,0.049456,0.050078,2518.204,1510428599999,127.11363819,1655,1007.606,50.95083034,188879.49927
